game_id,timestamp,mode,board_size,player1,player2,winner,p1_moves,p2_moves,blocks
64c3d414-7c23-4d07-90a1-c79417213748,2025-10-29T10:01:11,PVE,15,guest_1,CPU,CPU,5:6;6:7;7:8;8:6;6:5;0:0,3:4;4:5;8:9;2:3;1:2;0:1,
1438d923-437d-40e1-8019-56580831d8b3,2025-10-29T10:01:26,PVE,15,guest_1,CPU,CPU,5:7;5:8;4:10;5:10;7:10,4:9;5:9;3:9;6:9;7:9,
